Date,Type,Name,Start,End,Duration
10/14/14,place,Place in Studentenwohnheim Karlshof,2014-10-14T00:00:00+02:00,2014-10-14T01:18:24+02:00,4704
10/14/14,place,Home,2014-10-14T01:18:24+02:00,2014-10-14T12:18:01+02:00,39577
10/14/14,move,walking,2014-10-14T12:18:01+02:00,2014-10-14T12:22:18+02:00,257
10/14/14,place,Place in Darmstadt,2014-10-14T12:22:17+02:00,2014-10-14T13:09:22+02:00,2825
10/14/14,move,transport,2014-10-14T13:09:22+02:00,2014-10-14T13:29:24+02:00,1202
10/14/14,move,walking,2014-10-14T13:29:24+02:00,2014-10-14T13:32:46+02:00,202
10/14/14,place,Place in Darmstadt,2014-10-14T13:32:46+02:00,2014-10-14T13:34:51+02:00,125
10/14/14,move,walking,2014-10-14T13:34:51+02:00,2014-10-14T13:39:39+02:00,288
10/14/14,place,Place in Darmstadt,2014-10-14T13:39:39+02:00,2014-10-14T15:25:44+02:00,6365
10/14/14,move,walking,2014-10-14T15:25:44+02:00,2014-10-14T15:31:23+02:00,339
10/14/14,move,transport,2014-10-14T15:31:23+02:00,2014-10-14T15:37:49+02:00,386
10/14/14,move,walking,2014-10-14T15:37:49+02:00,2014-10-14T15:39:59+02:00,130
10/14/14,place,Place in Friedensplatz,2014-10-14T15:39:59+02:00,2014-10-14T15:51:17+02:00,678
10/14/14,move,walking,2014-10-14T15:51:17+02:00,2014-10-14T16:07:53+02:00,996
10/14/14,place,KOM Lab,2014-10-14T16:07:53+02:00,2014-10-14T17:39:18+02:00,5485
10/14/14,move,walking,2014-10-14T17:39:18+02:00,2014-10-14T17:52:34+02:00,796
10/14/14,place,Place in Boulevard,2014-10-14T17:52:34+02:00,2014-10-14T18:08:33+02:00,959
10/14/14,move,walking,2014-10-14T18:08:33+02:00,2014-10-14T18:14:03+02:00,330
10/14/14,place,Place in Darmstadt,2014-10-14T18:14:03+02:00,2014-10-14T18:21:53+02:00,470
10/14/14,move,transport,2014-10-14T18:21:53+02:00,2014-10-14T18:28:00+02:00,367
10/14/14,move,walking,2014-10-14T18:28:00+02:00,2014-10-14T18:33:08+02:00,308
10/14/14,place,Home,2014-10-14T18:33:08+02:00,2014-10-14T18:53:21+02:00,1213
10/14/14,move,walking,2014-10-14T18:53:21+02:00,2014-10-14T18:56:54+02:00,213
10/14/14,place,Home,2014-10-14T18:56:53+02:00,2014-10-15T00:00:00+02:00,18187
